#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
102,Fri Apr 15 09:05:16 EDT 2022,0,0,SequentialSumTestCase, , ,SequentialSumTestCase , ,
103,Fri Apr 15 16:18:30 EDT 2022,0,0,SequentialSumTestCase, , ,SequentialSumTestCase , ,
104,Fri Apr 15 16:23:49 EDT 2022,0,0,SequentialSumTestCase, , ,SequentialSumTestCase , ,
105,Fri Apr 15 17:08:47 EDT 2022,0,0,SequentialSumTestCase, , ,SequentialSumTestCase , ,
106,Fri Apr 15 17:23:17 EDT 2022,0,0,SequentialSumTestCase, , ,SequentialSumTestCase , ,
107,Fri Apr 15 18:27:23 EDT 2022,100,100,SequentialSumTestCase,SequentialSumTestCase+ , , , ,
108,Fri Apr 15 18:33:16 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
109,Fri Apr 15 18:56:02 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
110,Sun Apr 24 13:24:37 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
111,Sun Apr 24 13:24:46 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
112,Sun Apr 24 17:53:15 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
113,Sun Apr 24 18:49:40 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
114,Sun Apr 24 19:30:56 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
115,Sun Apr 24 19:31:56 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
116,Sun Apr 24 19:34:49 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
117,Wed Apr 27 20:34:55 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
118,Thu May 05 15:35:47 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
119,Thu May 05 15:55:47 EDT 2022,100,0,SequentialSumTestCase,SequentialSumTestCase , , , ,
